Category,Colors,Description,ItemId,Material_And_Care,PaginationImages,Sizes,Title,currentPrice,originalPrice,url
Home->Accessories->Jewelry->Floral Statement Earrings,"["" Night Sky ""]","Make a standout statement with our floral drops, fanned with polished beads and sparkling pave. Post back. 1 1/4"" drop.",497116," , Imported ","[""http://anninc.scene7.com/is/image/AN/497116_1362""
""http://anninc.scene7.com/is/image/AN/497116_1362_ALT1""]","["" ONE SIZE ""]",Floral Statement Earrings,50,50,https://www.anntaylor.com/floral-statement-earrings/497116
Home->Accessories->Jewelry->Floral Statement Necklace,"["" Shaded Rose ""]","Make a standout statement with our floral necklace, fanned with polished beads and sparkling pave. 17"" length with 2"" extender.",497095," , Imported ","[""http://anninc.scene7.com/is/image/AN/497095_4754""
""http://anninc.scene7.com/is/image/AN/497095_4754_ALT1""
""http://anninc.scene7.com/is/image/AN/497095_4754_ALT2""]","["" ONE SIZE ""]",Floral Statement Necklace,79,50,https://www.anntaylor.com/floral-statement-necklace/497095
Home->Shoes->All Shoes->Kit Garden Embroidered Suede Pumps,"["" Black ""]","Stand out from the crowd in our statement-making suede pumps, stitched with richly embroidered florals. Pointy toe. Padded footbed for complete comfort. Covered 3 1/4"" heel.",494482," , Kid Suede , , Imported ","[""http://anninc.scene7.com/is/image/AN/494482_2222""]","["" 6 1/2 "","" 7 "","" 7 1/2 "","" 8 "","" 8 1/2 "","" 9 ""]",Kit Garden Embroidered Suede Pumps,138,138,https://www.anntaylor.com/kit-garden-embroidered-suede-pumps/494482
Home->Suits->All Suits->The Petite V-Neck Belted Sheath Dress in Tropical Wool,"[""  Navy Melange - Online Exclusive "",""  Heather Silver Lake Grey - Online Exclusive ""]","Expertly tailored from tropical wool that's known for its smooth feel and easy wear, this dress stays polished from evening to cocktails – and everywhere in between. V-neck. Sleeveless. Inset waistband. Hidden back zipper with hook-and-eye closure. Back vent. Lined.",480214," , Shell: 53% Polyester, 43% Wool, 4% Spandex, Lining, 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/480214_6404""
""http://anninc.scene7.com/is/image/AN/480214_6404_ALT1""
""http://anninc.scene7.com/is/image/AN/480214_6404_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 ""]",The Petite V-Neck Belted Sheath Dress in Tropical Wool,99,169,https://www.anntaylor.com/the-petite-v-neck-belted-sheath-dress-in-tropical-wool/480214
Home->Suits->All Suits->The Straight Pant In Tropical Wool - Classic Fit,"[""  Navy Melange - Online Exclusive "",""  Heather Silver Lake Grey - Online Exclusive ""]","This perfect wear-with-all pair is expertly tailored from tropical wool. Known for its smooth feel and easy wear, it stays polished from evening to cocktails – and everywhere in between. Front zip with extended tab and double hook-and-bar closure. Belt loops. Front off-seam pockets. Back besom pockets. Lined.",474757," , Shell: 53% Polyester, 43% Wool, 4% Spandex, Lining: 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/474757_1209""
""http://anninc.scene7.com/is/image/AN/474757_1209_ALT1""
""http://anninc.scene7.com/is/image/AN/474757_1209_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",The Straight Pant In Tropical Wool - Classic Fit,129,129,https://www.anntaylor.com/the-straight-pant-in-tropical-wool-classic-fit/474757
Home->Clothing->Tops and Blouses->Drapey Perfect Shirt,"[""  Night Sky - Online Exclusive "",""  Plum Jam - Online Exclusive ""]","Your work-to-weekend favorite, perfected. Now in a luxe, silky soft fabric. Point collar. Long sleeves with button cuffs. Button front. Back yoke. Shirttail hem.",494358," , 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/494358_3121""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 ""]",Drapey Perfect Shirt,50,50,https://www.anntaylor.com/drapey-perfect-shirt/494358
Home->Accessories->Jewelry->Pearlized Stud Earrings,"["" Ivory ""]","Our glossy pearlized studs are a luminous accent you'll turn to, time and time again. Post back. 1/3"" width.",425184," , Imported ","[""http://anninc.scene7.com/is/image/AN/425184_9129""
""http://anninc.scene7.com/is/image/AN/425184_9129_ALT1""]","["" ONE SIZE ""]",Pearlized Stud Earrings,28,28,https://www.anntaylor.com/pearlized-stud-earrings/425184
Home->Shoes->All Shoes->Fayre Floral Suede Flats,"["" Black ""]","Our rich suede flats work the bloom, with petal-perfect detail at the toe. Pointy toe. Padded footbed for complete comfort. 1/2"" heel.",494498," , Kid Suede , , Imported ","[""http://anninc.scene7.com/is/image/AN/494498_2222""
""http://anninc.scene7.com/is/image/AN/494498_2222_ALT1""
""http://anninc.scene7.com/is/image/AN/494498_2222_ALT2""]","["" 6 1/2 "","" 7 "","" 7 1/2 "","" 8 "","" 8 1/2 "","" 9 ""]",Fayre Floral Suede Flats,138,138,https://www.anntaylor.com/fayre-floral-suede-flats/494498
Home->Clothing->Tops and Blouses->Petite Mixed Jersey Tank,"["" Black "","" Winter White "","" Pink Dune "","" Navy Blue ""]","Meet your real-life uniform: this is Luxewear. Every day. Every wear. This style anchor tops off the season in coveted colors and a breezy knit and woven mix. Scoop neck. Sleeveless. Woven front. Knit back. 24 1/4"" front length; 23 3/4"" back length.",404154," , Front Body: 100% Polyester; Back Body :100% Rayon , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/404154_2899""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL ""]",Petite Mixed Jersey Tank,39,39,https://www.anntaylor.com/petite-mixed-jersey-tank/404154
Home->Suits->All Suits->The Long One-Button Blazer in Bi-Stretch,"["" Black ""]",Refined four-way stretch holds its shape while flattering yours - so you stay polished and comfortable from A.M. to P.M. Peaked lapel. Long button-open sleeves allow for versatility in styling. One-button front. Front besom pockets. Back vent. Lined.,494880," , 66% Polyester, 28% Rayon, 6% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/494880_2222""
""http://anninc.scene7.com/is/image/AN/494880_2222_ALT1""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",The Long One-Button Blazer in Bi-Stretch,179,179,https://www.anntaylor.com/the-long-one-button-blazer-in-bi-stretch/494880
Home->Clothing->Skirts->Pleated Skirt,"["" Green Eden ""]","With a flattering hint of swing, our crisply pleated skirt is a breezy beauty. Hidden side zipper with hook-and-eye closure. Lined.",493708," , 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/493708_2223http://anninc.scene7.com/is/image/AN/493708_2223http://anninc.scene7.com/is/image/AN/493708_2223http://anninc.scene7.com/is/image/AN/493708_2223""
""http://anninc.scene7.com/is/image/AN/493708_2223_ALT1http://anninc.scene7.com/is/image/AN/493708_2223_ALT1http://anninc.scene7.com/is/image/AN/493708_2223_ALT1http://anninc.scene7.com/is/image/AN/493708_2223_ALT1""
""http://anninc.scene7.com/is/image/AN/493708_2223_ALT2http://anninc.scene7.com/is/image/AN/493708_2223_ALT2http://anninc.scene7.com/is/image/AN/493708_2223_ALT2http://anninc.scene7.com/is/image/AN/493708_2223_ALT2http://anninc.scene7.com/is/image/AN/493708_2223_ALT2""]","["" 4 "","" 6 "","" 8 "","" 10 "","" 18 ""]",Pleated Skirt,109,109,https://www.anntaylor.com/pleated-skirt/493708
Home->Clothing->Tops and Blouses->Tweed Mock Neck Top,"[""  Black Multi - Online Exclusive ""]","In a beautifully fitted silhouette, our tweed mock neck top adds refinement and texture to your everyday. Mock neck. Short sleeves.",501387," , 94% Polyester, 2% Spandex, 4% Other fiber , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/501387_6615""
""http://anninc.scene7.com/is/image/AN/501387_6615_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Tweed Mock Neck Top,50,50,https://www.anntaylor.com/tweed-mock-neck-top/501387
Home->Accessories->Jewelry->Pearlized Layering Necklace,"["" Silver ""]","Crafted with lustrous pearlized beads, this dual-strand necklace provides a double dose of style. 54"" length.",500905," , Imported ","[""http://anninc.scene7.com/is/image/AN/500905_6001""]","["" ONE SIZE ""]",Pearlized Layering Necklace,49,49,https://www.anntaylor.com/pearlized-layering-necklace/500905
Home->Suits->All Suits->Curvy Pencil Skirt in Sharkskin,"[""  Iced Slate - Online Exclusive ""]","Our smart sharkskin pencil offers flawless all-day wear, thanks to its smooth finish and polished weave. Our curvy fit, that sits higher on the waist and fits curvy through the hip and thigh. Hidden back zipper with hook-and-eye closure. Back vent. Lined. 24"" long.",443567," , 69% Polyester, 29% Rayon, 2% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/443567_6039http://anninc.scene7.com/is/image/AN/443567_6039http://anninc.scene7.com/is/image/AN/443567_6039http://anninc.scene7.com/is/image/AN/443567_6039""
""http://anninc.scene7.com/is/image/AN/443567_6039_ALT1http://anninc.scene7.com/is/image/AN/443567_6039_ALT1http://anninc.scene7.com/is/image/AN/443567_6039_ALT1http://anninc.scene7.com/is/image/AN/443567_6039_ALT1http://anninc.scene7.com/is/image/AN/443567_6039_ALT1""
""http://anninc.scene7.com/is/image/AN/443567_6039_ALT2http://anninc.scene7.com/is/image/AN/443567_6039_ALT2http://anninc.scene7.com/is/image/AN/443567_6039_ALT2http://anninc.scene7.com/is/image/AN/443567_6039_ALT2http://anninc.scene7.com/is/image/AN/443567_6039_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 "","" 16 "","" 18 ""]",Curvy Pencil Skirt in Sharkskin,89,89,https://www.anntaylor.com/curvy-sharkskin-pencil-skirt/443567
Home->Clothing->Tops and Blouses->3/4 Sleeve Boatneck Luxe Tee,"["" Black "","" White "","" Green Eden "",""  Azure Breeze - Online Exclusive ""]","Expertly tailored for an impeccable fit, this soft and stretchy tee elevates your wardrobe with a covetably luxe touch. Boatneck. 3/4 sleeves.",490037," , 92% Cotton, 8% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/490037_2223""
""http://anninc.scene7.com/is/image/AN/490037_2223_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",3/4 Sleeve Boatneck Luxe Tee,39,39,https://www.anntaylor.com/32f4-sleeve-boatneck-luxe-tee/490037
Home->Clothing->Sweaters->Gingham Ann Cardigan,"["" Black ""]","Meet our instant wardrobe icon, the Ann Cardigan. Tailored in a soft knit, our signature favorite comes in an array of rich colors and patterns. Crew neck. Long sleeves. Button front.",501285," , 63% Viscose, 34% Polyamide, 3% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/501285_2222""
""http://anninc.scene7.com/is/image/AN/501285_2222_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Gingham Ann Cardigan,50,50,https://www.anntaylor.com/gingham-ann-cardigan/501285
Home->Accessories->Jewelry->Mother Of Pearl Flower Bracelet,"["" Gold "","" Silver ""]","Shimmery mother-of-pearl discs add iridescent luster to upgrade any ensemble. 7 1/2"" length.",497128," , Imported ","[""http://anninc.scene7.com/is/image/AN/497128_6001""]","["" ONE SIZE ""]",Mother Of Pearl Flower Bracelet,29,29,https://www.anntaylor.com/mother-of-pearl-flower-bracelet/497128
Home->Shoes->All Shoes->Edina Scalloped Suede Heeled Sandals,"["" True Navy "","" Serena Pink ""]","Starring a single scalloped strap, this modern minimalist effortlessly enchants in luxe suede. Padded footbed for comfort. 2"" heel.",494449," , Kid Suede , , Imported ","[""http://anninc.scene7.com/is/image/AN/494449_1705""
""http://anninc.scene7.com/is/image/AN/494449_1705_ALT1""]","["" 5 "","" 5 1/2 "","" 6 "","" 6 1/2 "","" 7 "","" 7 1/2 "","" 8 "","" 8 1/2 "","" 9 "","" 9 1/2 "","" 10 "","" 11 ""]",Edina Scalloped Suede Heeled Sandals,128,128,https://www.anntaylor.com/edina-scalloped-suede-heeled-sandals/494449
Home->Suits->All Suits->The Petite Tuxedo Blazer in Doubleweave,"[""  Black - Online Exclusive ""]","This piece is expertly tailored from doubleweave fabric dyed and finished in Japan. Known for its wrinkle resistance and exquisite draping, it moves with you from closet to carry-on. Notched lapel. Long button-open sleeves allow for versatility in styling. Hidden button front. Front flap besom pockets. Faille piped pockets and back waist. Lined.",477394," , 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/477394_2222http://anninc.scene7.com/is/image/AN/477394_2222http://anninc.scene7.com/is/image/AN/477394_2222http://anninc.scene7.com/is/image/AN/477394_2222""
""http://anninc.scene7.com/is/image/AN/477394_2222_ALT1http://anninc.scene7.com/is/image/AN/477394_2222_ALT1http://anninc.scene7.com/is/image/AN/477394_2222_ALT1http://anninc.scene7.com/is/image/AN/477394_2222_ALT1""
""http://anninc.scene7.com/is/image/AN/477394_2222_ALT2http://anninc.scene7.com/is/image/AN/477394_2222_ALT2http://anninc.scene7.com/is/image/AN/477394_2222_ALT2http://anninc.scene7.com/is/image/AN/477394_2222_ALT2http://anninc.scene7.com/is/image/AN/477394_2222_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 8 "","" 10 ""]",The Petite Tuxedo Blazer in Doubleweave,198,198,https://www.anntaylor.com/the-petite-tuxedo-blazer-in-doubleweave/477394
Home->Accessories->Jewelry->Mixed Metal Geo Stud Earrings,"["" Gold ""]","Polished to perfection, our two-tone metal geo earrings make any ensemble shine. Post back. 1"" drop.",496975," , Imported ","[""http://anninc.scene7.com/is/image/AN/496975_3019""
""http://anninc.scene7.com/is/image/AN/496975_3019_ALT1""
""http://anninc.scene7.com/is/image/AN/496975_3019_MKTG1""]","["" ONE SIZE ""]",Mixed Metal Geo Stud Earrings,39,39,https://www.anntaylor.com/mixed-metal-geo-stud-earrings/496975
Home->Accessories->Scarves->Striped Patchwork Scarf,"["" White ""]","Vibrantly striped, this patchwork scarf is always in line. Light fringe at ends. 44"" x 74"".",500152," , 55% Cotton, 45% Modal , , Hand Wash, Line Dry , , Imported ","[""http://anninc.scene7.com/is/image/AN/500152_9000""
""http://anninc.scene7.com/is/image/AN/500152_9000_ALT1""
""http://anninc.scene7.com/is/image/AN/500152_9000_ALT2""]","["" ONE SIZE ""]",Striped Patchwork Scarf,50,50,https://www.anntaylor.com/striped-patchwork-scarf/500152
Home->Accessories->Jewelry->Marbleized Statement Hoop Earrings,"["" Icy Grey "","" Winter White ""]","Polished off with a beautifully flecked finish, our marbleized hoop earrings round out your look. 2"" width.",500611," , Imported ","[""http://anninc.scene7.com/is/image/AN/500611_6116""
""http://anninc.scene7.com/is/image/AN/500611_6116_ALT1""
""http://anninc.scene7.com/is/image/AN/500611_6116_ALT2""]","["" ONE SIZE ""]",Marbleized Statement Hoop Earrings,49,49,https://www.anntaylor.com/marbleized-statement-hoop-earrings/500611
Home->Clothing->Sweaters->Tipped Split Neck Tunic,"["" White ""]","Contrast tipped for modern definition, this cleverly-cut tunic balances clean lines with a softly structured silhouette. Split neck. Long sleeves. Side slits.",494197," , 66% Viscose, 3% Nylon, 2% Spandex , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/494197_9000""
""http://anninc.scene7.com/is/image/AN/494197_9000_ALT1""
""http://anninc.scene7.com/is/image/AN/494197_9000_ALT2""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Tipped Split Neck Tunic,50,50,https://www.anntaylor.com/tipped-split-neck-tunic/494197
Home->Accessories->Jewelry->Metal Circle Statement Necklace,"[""  Gold - Online Exclusive ""]","Stations of brightly polished metal circles make this modern accessory shine. 18: length with 2"" extender.",497100," , Imported ","[""http://anninc.scene7.com/is/image/AN/497100_3019""
""http://anninc.scene7.com/is/image/AN/497100_3019_ALT1""
""http://anninc.scene7.com/is/image/AN/497100_3019_ALT2""]","["" ONE SIZE ""]",Metal Circle Statement Necklace,50,50,https://www.anntaylor.com/metal-circle-statement-necklace/497100
Home->Clothing->Dresses->Petite Mixed Eyelet Flare Dress,"["" Night Sky ""]","Prettily perforated with intricate cutouts, our eyelet flare dress has a front keyhole you can wear hooked or unhooked - for two looks in one. Jewel neck with front slit and hook-and-eye closure. Short sleeves. Inset waistband. Hidden back zipper with hook-and-eye closure. Lined body.",501186," , 100% Cotton , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/501186_1362http://anninc.scene7.com/is/image/AN/501186_1362http://anninc.scene7.com/is/image/AN/501186_1362http://anninc.scene7.com/is/image/AN/501186_1362""
""http://anninc.scene7.com/is/image/AN/501186_1362_ALT1http://anninc.scene7.com/is/image/AN/501186_1362_ALT1http://anninc.scene7.com/is/image/AN/501186_1362_ALT1http://anninc.scene7.com/is/image/AN/501186_1362_ALT1http://anninc.scene7.com/is/image/AN/501186_1362_ALT1""
""http://anninc.scene7.com/is/image/AN/501186_1362_ALT2http://anninc.scene7.com/is/image/AN/501186_1362_ALT2http://anninc.scene7.com/is/image/AN/501186_1362_ALT2http://anninc.scene7.com/is/image/AN/501186_1362_ALT2http://anninc.scene7.com/is/image/AN/501186_1362_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 12 ""]",Petite Mixed Eyelet Flare Dress,179,179,https://www.anntaylor.com/petite-mixed-eyelet-flare-dress/501186
Home->Clothing->Jackets->Petite Textured Tweed Moto Jacket,"["" Caribbean Sand ""]","Kick start the season with our textured tweed moto, destined to rev up your on and off-duty wardrobe. Notched lapel with snaps. Long sleeves with Exposed metallic zip cuffs. Exposed metallic zip front. Angled vertical Exposed metallic zip pockets. Back yoke. Lined.",496433," , 66% Polyester, 33% Cotton, 1% Spandex , , Hand Wash, Line Dry , , Imported ","[""http://anninc.scene7.com/is/image/AN/496433_7891""
""http://anninc.scene7.com/is/image/AN/496433_7891_ALT1""
""http://anninc.scene7.com/is/image/AN/496433_7891_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 ""]",Petite Textured Tweed Moto Jacket,169,169,https://www.anntaylor.com/petite-textured-tweed-moto-jacket/496433
Home->Suits->All Suits->The Pencil Skirt in Pindot,"["" Navy Multi ""]","In a beautifully fitted pencil silhouette, our pindot skirt is always on-point. Hidden back zipper with hook-and-eye closure. Back vent. Lined.",490871," , Shell: 70% Polyester, 25% Rayon, 5% Spandex, Lining: 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/490871_8351""
""http://anninc.scene7.com/is/image/AN/490871_8351_ALT1""
""http://anninc.scene7.com/is/image/AN/490871_8351_ALT2""]","["" 00 "","" 4 "","" 6 "","" 8 "","" 10 "","" 18 ""]",The Pencil Skirt in Pindot,98,98,https://www.anntaylor.com/pencil-skirt-in-pindot/490871
Home->Clothing->Tops and Blouses->Flutter Sleeve Belted Wrap Top,"["" Vista ""]","Topped with airy flutter sleeves, our belted wrap top is borderline perfection. V-neck with crossover front. Flutter sleeves. Self tie belt.",496108," , 58% Cotton, 42% Lyocell , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/496108_1716""
""http://anninc.scene7.com/is/image/AN/496108_1716_ALT1""]","["" XXS "","" XS "","" S "","" M "","" L "","" XL "","" XXL ""]",Flutter Sleeve Belted Wrap Top,50,50,https://www.anntaylor.com/flutter-sleeve-belted-wrap-top/496108
Home->Suits->All Suits->The Petite Straight Pant In Doubleweave,"[""  Black - Online Exclusive ""]","This perfect wear-with-all pair is expertly tailored from doubleweave fabric dyed and finished in Japan. Known for its wrinkle resistance and exquisite draping, it moves with you from closet to carry-on. Front zip with double hook-and-bar closure. Belt loops. Front off-seam pockets. Back besom pockets.",477396," , 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/477396_2222http://anninc.scene7.com/is/image/AN/477396_2222http://anninc.scene7.com/is/image/AN/477396_2222http://anninc.scene7.com/is/image/AN/477396_2222""
""http://anninc.scene7.com/is/image/AN/477396_2222_ALT1http://anninc.scene7.com/is/image/AN/477396_2222_ALT1http://anninc.scene7.com/is/image/AN/477396_2222_ALT1http://anninc.scene7.com/is/image/AN/477396_2222_ALT1http://anninc.scene7.com/is/image/AN/477396_2222_ALT1""
""http://anninc.scene7.com/is/image/AN/477396_2222_ALT2http://anninc.scene7.com/is/image/AN/477396_2222_ALT2http://anninc.scene7.com/is/image/AN/477396_2222_ALT2http://anninc.scene7.com/is/image/AN/477396_2222_ALT2http://anninc.scene7.com/is/image/AN/477396_2222_ALT2""]","["" 00 "","" 0 "","" 2 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 14 ""]",The Petite Straight Pant In Doubleweave,119,119,https://www.anntaylor.com/the-petite-straight-pant-in-doubleweave/477396
Home->Clothing->Tops and Blouses->Petite Textured Wrap Top,"["" Winter White ""]","Easy and elegant, our textured wrap top is a cinch to style. V-neck with hidden snap closure. Long sleeves with elasticized cuffs. Self tie belt. Peplum hem. Hidden side zipper. Lined body.",495955," , 100% Polyester , , Machine Washable , , Imported ","[""http://anninc.scene7.com/is/image/AN/495955_9192http://anninc.scene7.com/is/image/AN/495955_9192http://anninc.scene7.com/is/image/AN/495955_9192http://anninc.scene7.com/is/image/AN/495955_9192""
""http://anninc.scene7.com/is/image/AN/495955_9192_ALT1http://anninc.scene7.com/is/image/AN/495955_9192_ALT1http://anninc.scene7.com/is/image/AN/495955_9192_ALT1http://anninc.scene7.com/is/image/AN/495955_9192_ALT1""
""http://anninc.scene7.com/is/image/AN/495955_9192_ALT2http://anninc.scene7.com/is/image/AN/495955_9192_ALT2http://anninc.scene7.com/is/image/AN/495955_9192_ALT2http://anninc.scene7.com/is/image/AN/495955_9192_ALT2""]","["" 00 "","" 4 "","" 6 "","" 8 "","" 10 "","" 12 "","" 16 ""]",Petite Textured Wrap Top,69,50,https://www.anntaylor.com/petite-textured-wrap-top/495955
Home->Accessories->Hair Accessories->Tortoiseshell Print Barrette,"["" White "","" Tortoise Brown ""]","Top off a look with our tortoiseshell barrette, flecked in rich color.",499660," , N/A , , Imported ","[""http://anninc.scene7.com/is/image/AN/499660_9723""]","["" ONE SIZE ""]",Tortoiseshell Print Barrette,14,14,https://www.anntaylor.com/tortoiseshell-print-barrette/499660
